time;nr;/Section D-D/Circle 1/D;/Section D-D/Circle 9/D;/Section D-D/Circle 10/D;/Section E-E/Circle 1/D;/Section E-E/Circle 9/D;/Section E-E/Circle 10/D;/Cylinder (5)/D;team;comment
2023-03-15T08:40:07.1943265Z;1;0.0008508970614995448;0.03210773693912383;0.002714595623976024;-0.04684562337212661;0.047634355634797565;0.0005446050676995995;0.13797926175874053;3.0;M3_Val
2023-03-15T08:41:40.6391522Z;2;-0.06467087883606126;0.06337663593888898;0.04259212772105059;-0.0612663653949026;0.007393202382720787;0.022452005220995552;0.1466596974405192;3.0;M1_Val
2023-03-15T08:42:16.6866249Z;2;-0.07704563906713524;0.02427907760218151;0.03296733074985614;-0.05420138488540438;0.014398223816415978;0.01922613336267176;0.14625344578929145;3.0;M2_Val
2023-03-15T08:42:52.7374777Z;2;-0.07017520537364685;0.05640898765064062;0.033926696008705015;-0.0555791182316403;0.0142811478770426;0.020336016726884232;0.146246654004905;3.0;M3_Val
2023-03-15T08:44:15.438325Z;3;-0.061938151936955066;0.057443006603741686;0.04593253168023459;-0.05952565477067129;0.009757532410090697;0.018620438868999223;0.1474898847300139;3.0;M1_Val
2023-03-15T08:44:51.4760479Z;3;-0.030530514743118964;0.011063668965797469;0.048830648783253494;-0.063762865140502;0.005790258824561079;0.018502505899967936;0.14895691331588878;3.0;M2_Val
2023-03-15T08:45:27.544232Z;3;-0.049063050246451745;-0.009620326648927424;0.052522691403351196;-0.0582640812959303;0.008358809807632817;0.017050228992648186;0.14848181520540749;3.0;M3_Val
2023-03-15T08:46:50.2570921Z;4;-0.048597712572909124;0.07941988589770865;0.04452175776822376;-0.07521015184650626;0.035705318113898876;0.021781336260551676;0.1362545471934169;3.0;M1_Val
2023-03-15T08:47:26.3017077Z;4;-0.05354670914733273;0.07438850566958255;0.04103142398458193;-0.0717313102841155;0.04120582649513782;0.025776609106934245;0.13618896914620748;3.0;M2_Val
2023-03-15T08:48:02.3282995Z;4;-0.03342184415771321;0.04414097121988547;0.031878167336982344;-0.07433531510346736;0.043007293104820654;0.022635096778772734;0.13624491065895228;3.0;M3_Val
2023-03-15T08:49:25.0879204Z;5;-0.05334454134217115;0.06411701204577813;0.02959661664894675;-0.07203045704602395;0.015414646966795509;0.009387293553695386;0.13910622249533589;3.0;M1_Val
2023-03-15T08:50:01.1184667Z;5;-0.04616902969947656;0.03797499496916412;0.03395334391145344;-0.07181333056143657;0.023705459648660998;0.007193912441172401;0.13847104667210175;3.0;M2_Val
2023-03-15T08:50:37.1563309Z;5;-0.0524601637943336;0.0934669620680264;0.03863613944438349;-0.0731721066807074;0.013993939645721376;0.008900814257102319;0.1376253413545463;3.0;M3_Val
2023-03-15T08:52:10.6797639Z;6;-0.04434345401606077;0.054044516031859224;0.0532281365171432;-0.05027446977832817;0.023652215512940167;0.014989280863286325;0.14495565006073008;3.0;M1_Val
2023-03-15T08:52:46.7379561Z;6;-0.07069154456397264;0.05145084123852772;0.03736989169448357;-0.04763932018554584;0.02946253788511477;0.014175055649810808;0.14772060151168986;3.0;M2_Val
2023-03-15T08:53:22.7683149Z;6;-0.04573456129770914;0.04529922904735795;0.03751671336861673;-0.05212817350918897;0.031185964024602164;0.015328977226547025;0.14509018645994232;3.0;M3_Val
2023-03-15T08:54:56.2058833Z;7;-0.0394019597576829;0.07939084459303736;0.03018028568304132;-0.08294255511102655;0.015830836869147547;0.006963511295234426;0.1525111118395941;3.0;M1_Val
2023-03-15T08:55:32.2655034Z;7;-0.05285560001144418;0.008594983341880358;0.03901823693448314;-0.07985759688643679;0.013242670238152954;0.007637712154732412;0.15359085462957012;3.0;M2_Val
2023-03-15T08:56:08.3063686Z;7;-0.040057318632688244;0.043829445803110545;0.02750315369915768;-0.08397760631284967;0.022251652770961527;0.012682521615213105;0.15182510530789273;3.0;M3_Val
2023-03-15T08:57:31.1135985Z;8;-0.0414004910197745;0.02755005907451835;0.03319592858016929;-0.06289381650564163;0.02496735614229806;0.012051779000452179;0.14358817226695564;3.0;M1_Val
2023-03-15T08:58:07.1835847Z;8;-0.037758027250407444;0.00870296934516368;0.02509489923286079;-0.0721789035338265;0.027111909778823495;0.010921795138623125;0.144989326332162;3.0;M2_Val
2023-03-15T08:58:43.2270512Z;8;-0.05501758815360791;0.03618588632578401;0.03067219197757609;-0.07571727898309177;0.03222826387412514;0.016217062471525878;0.14490650078134593;3.0;M3_Val
2023-03-15T09:00:06.0435157Z;9;-0.04540119792155917;-0.010099963253661137;0.03415083856226353;-0.06386079835790781;0.0076425647768445515;0.007555695930375528;0.15803708582392773;3.0;M1_Val
2023-03-15T09:00:42.076951Z;9;-0.03893919758506126;0.0424817449171524;0.021034162340406226;-0.06580441620633781;0.009823422974447382;0.006566190932033145;0.16003494107748395;3.0;M2_Val
2023-03-15T09:01:18.1720052Z;9;-0.023068412601377375;0.036262428751432374;0.011640614696438512;-0.06344656216492961;0.007262776028411189;0.007996228743571976;0.15643348892747966;3.0;M3_Val
2023-03-15T09:02:40.945134Z;10;-0.0586293395859272;0.04491132236395856;0.033846343353071795;-0.04522106418451877;0.05063089545645916;0.0017015254173298189;0.1645284186308622;3.0;M1_Val
2023-03-15T09:03:17.0056279Z;10;-0.05146070869893027;0.03556541401992597;0.043441286370642374;-0.04437752684351537;0.042515468496107545;0.0037117369053101257;0.1650713030509543;3.0;M2_Val
